"Region","Hazard.Event","Quarter","Year","Duration","Fatalities","Injuries","Property.Damage","Census2021","Census2020","Census2019","Percent.over18","Percent.age.65.over","HousingUnits","Owner-OccupiedHU","MedianValue.Owner-OccupiedHU","Median.Monthly.Homeowner.Housing.Costs","Median.Rent","Building.Permits2021","LaborForce","AccoFSSales","HCSASales2017","TWSales2017","RetailSales2017","RetailSales2017PC","HH2016-2020","PersonsPHH2016-2020","MedianHHIncome","PriorYear.PCIncome","Poverty","Num.Employers","Total.Employment2020","Total.Annual.Payroll","Population.hectare","Land.hectares","GDP2020","GDP2019","Temp.HousingCost.Disaster","PropertyLevel1","PropertyLevel2","PropertyLevel3","PropertyLevel4","PropertyLevel5","PropertyLevel6","PropertyLevel7","PropertyLevel8","PropertyLevel9","PropertyLevel10","PropertyLevel11","PropertyLevel12","PropertyLevel13","Hazard.Cluster"
"2","Severe Weather",1,1975,1,0,3,16746,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",1,1975,1,0,3,17712,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",1,1975,1,0,3,15825,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",1,1975,1,0,3,16980,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",2,1975,1,0,0,42011,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Severe Weather",2,1975,1,0,0,42196,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",2,1975,1,0,0,46198,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"6","Severe Weather",2,1975,1,0,0,15745,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",2,1975,1,0,0,17405,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",2,1975,1,0,0,17624,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",2,1975,1,0,0,18191,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",2,1975,1,0,0,16841,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",2,1975,1,0,0,16725,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"6","Severe Weather",2,1975,1,0,0,174,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",2,1975,1,0,0,158,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",2,1975,1,0,0,152,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",2,1975,1,0,0,155,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",2,1975,1,0,0,180,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",2,1975,1,0,0,154,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",3,1975,1,0,0,21278,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Severe Weather",3,1975,1,0,0,22471,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",3,1975,1,0,0,24505,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",3,1975,1,0,0,23542,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"2","Flooding",3,1975,6,0,0,2098,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"4","Flooding",3,1975,6,0,0,2238,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"FH"
"3","Flooding",3,1975,6,0,0,2391,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"FH"
"5","Flooding",3,1975,6,0,0,2007,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"FH"
"1","Severe Weather",3,1975,1,0,1,21143,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",3,1975,1,0,0,21706,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",3,1975,1,0,1,19644,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",3,1975,1,0,2,19348,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",3,1975,1,0,3,22876,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Flooding",3,1975,1,5,17,3774757,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"6","Severe Weather",1,1982,1,0,0,28647,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"6","Severe Weather",1,1982,2,0,0,18554,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"6","Severe Weather",2,1982,1,0,2,2111595,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",1,1982,1,0,0,29239,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",1,1982,2,0,0,16328,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,1982,1,0,2,1749513,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",1,1982,2,0,0,17920,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",2,1982,1,0,2,2072545,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",4,1982,1,0,0,435018,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",1,1982,2,0,0,17970,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"4","Severe Weather",2,1982,1,0,3,2040841,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",1,1982,1,0,0,29457,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"3","Severe Weather",1,1982,2,0,0,18917,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"3","Severe Weather",2,1982,1,0,0,780393,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"3","Severe Weather",2,1982,1,0,2,1802288,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",1,1982,1,0,0,28259,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"5","Severe Weather",1,1982,2,0,0,17321,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"5","Severe Weather",2,1982,1,0,2,2086077,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"6","Severe Weather",1,1983,1,0,0,16427,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",1,1983,1,0,0,17366,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",1,1983,1,0,0,18218,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",1,1983,1,0,0,18032,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",1,1983,1,0,0,16837,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",1,1983,1,0,0,18759,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",1,1983,2,0,0,127776,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Coastal",1,1983,2,0,0,1201693,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"2","Coastal",1,1983,2,0,0,1203391,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"2","Flooding",1,1983,14,0,0,78820,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"6","Coastal",1,1983,1,0,0,187458,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Coastal"
"1","Coastal",1,1983,1,0,0,167661,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Coastal"
"2","Coastal",1,1983,1,0,0,178998,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"4","Coastal",1,1983,1,0,0,177878,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Coastal"
"3","Coastal",1,1983,1,0,0,182099,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Coastal"
