Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage
2,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,16188
4,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,17316
3,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,18341
5,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,18874
6,Wildfire,1,1985,21,0,0,175879
1,Wildfire,1,1985,21,0,0,176069
2,Wildfire,1,1985,21,0,0,162802
4,Wildfire,1,1985,21,0,0,177378
3,Wildfire,1,1985,21,0,0,184098
5,Wildfire,1,1985,21,0,0,170797
6,Winter Weather,1,1985,1,0,0,0
1,Winter Weather,1,1985,1,0,0,0
2,Winter Weather,1,1985,1,0,0,0
4,Winter Weather,1,1985,1,0,0,0
3,Winter Weather,1,1985,1,0,0,0
5,Winter Weather,1,1985,1,0,0,0
6,Wildfire,2,1985,30,0,0,1549
1,Wildfire,2,1985,30,0,0,1770
2,Wildfire,2,1985,30,0,0,1782
4,Wildfire,2,1985,30,0,0,1662
3,Wildfire,2,1985,30,0,0,1669
5,Wildfire,2,1985,30,0,0,1605
1,Winter Weather,2,1985,1,0,0,0
6,Heat,2,1985,7,0,0,0
1,Heat,2,1985,7,0,0,0
2,Heat,2,1985,7,0,0,0
4,Heat,2,1985,7,0,0,0
3,Heat,2,1985,7,0,0,0
5,Heat,2,1985,7,0,0,0
1,Hail/ Wind,2,1985,1,0,0,140285
6,Hail/ Wind,2,1985,1,0,0,17764
1,Hail/ Wind,2,1985,1,0,0,18564
2,Hail/ Wind,2,1985,1,0,0,17886
4,Hail/ Wind,2,1985,1,0,0,16389
3,Hail/ Wind,2,1985,1,0,0,16152
5,Hail/ Wind,2,1985,1,0,0,16775
2,Hail/ Wind,2,1985,1,0,0,14298
2,Coastal/ Hurricane/Tropical Storm/ Severe Storm/Thunder Storm/ Wind,3,1985,2,0,0,9541131
1,Flooding/ Severe Storm/Thunder Storm,3,1985,3,0,0,90472
3,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,8037756
4,Wind,2,1986,1,0,0,863854
5,Wind,2,1986,1,0,0,748769
1,Hail,2,1986,1,0,0,83960
3,Wind,3,1986,1,0,12,795215
2,Wind,3,1986,1,0,0,791490
3,Lightning,3,1986,1,0,0,775083
2,Lightning,3,1986,1,0,0,820578
1,Lightning,3,1986,1,0,0,785466
3,Flooding,3,1986,1,0,0,783643
2,Flooding,3,1986,1,0,0,747818
2,Lightning,4,1986,1,0,0,721186
2,Coastal,4,1986,2,0,0,8675007
4,Severe Storm/Thunder Storm,1,1987,15,0,0,722613
2,Wind,2,1987,1,0,0,758835
2,Hail,2,1987,1,0,0,724515
1,Lightning,2,1987,1,0,0,748135
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,836668
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,11,756140
6,Winter Weather,1,1988,5,0,0,170710
1,Winter Weather,1,1988,5,0,0,163870
2,Winter Weather,1,1988,5,0,0,187044
4,Winter Weather,1,1988,5,0,0,155118
3,Winter Weather,1,1988,5,0,0,163698
5,Winter Weather,1,1988,5,0,0,163095
6,Drought,1,1988,28,0,0,182
1,Drought,1,1988,28,0,0,158
2,Drought,1,1988,28,0,0,170
4,Drought,1,1988,28,0,0,180
3,Drought,1,1988,28,0,0,151
5,Drought,1,1988,28,0,0,176
1,Lightning,2,1988,1,0,0,7904599
2,Hail/ Severe Storm/Thunder Storm,2,1988,1,0,0,82596
2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,23,765493
6,Drought,2,1988,30,0,0,17230
1,Drought,2,1988,30,0,0,15670
2,Drought,2,1988,30,0,0,18327
4,Drought,2,1988,30,0,0,18942
3,Drought,2,1988,30,0,0,16637
5,Drought,2,1988,30,0,0,17428
1,Lightning,3,1988,1,0,0,1383055
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,725229
6,Drought,3,1988,31,0,0,1862
1,Drought,3,1988,31,0,0,1859
2,Drought,3,1988,31,0,0,1730
4,Drought,3,1988,31,0,0,1647
3,Drought,3,1988,31,0,0,1805
5,Drought,3,1988,31,0,0,1736
3,Hail/ Severe Storm/Thunder Storm,3,1988,1,0,0,787765
2,Severe Storm/Thunder Storm/ Wind,1,1991,1,0,0,844753
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1991,1,12,0,1617696
3,Lightning,3,1991,1,0,0,5801197
1,Flooding,3,1991,1,0,0,729826
1,Lightning,3,1991,1,0,0,842216
6,Winter Weather,1,1979,2,0,0,188922
1,Flooding/ Severe Storm/Thunder Storm,2,1979,1,0,0,787131
1,Winter Weather,1,1979,2,0,0,163663
2,Winter Weather,1,1979,2,0,0,181789
4,Winter Weather,1,1979,2,0,0,173898
3,Flooding/ Severe Storm/Thunder Storm,3,1979,1,0,0,831754
3,Winter Weather,1,1979,2,11,0,164870
5,Winter Weather,1,1979,2,0,0,159907
2,Hurricane/Tropical Storm,3,1979,2,0,0,3696605
4,Hurricane/Tropical Storm,3,1979,2,0,0,3515342
3,Hurricane/Tropical Storm,3,1979,2,0,0,3119732
5,Hurricane/Tropical Storm,3,1979,2,0,0,3774487
2,Flooding,2,1979,3,0,0,119899
6,Winter Weather,1,1979,1,0,0,2648861
1,Winter Weather,1,1979,1,0,0,2527329
4,Winter Weather,1,1979,1,0,0,2423499
3,Winter Weather,1,1979,1,0,0,2666034
5,Winter Weather,1,1979,1,0,0,2790471
6,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,8250
1,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,7649
6,Wind,1,1980,1,0,0,15520
1,Wind,1,1980,1,1,0,18477
2,Wind,1,1980,1,0,0,18065
4,Wind,1,1980,1,1,0,18504
3,Wind,1,1980,1,2,0,16209
5,Wind,1,1980,1,1,0,17848
2,Wind,4,1980,3,1,1,114850
1,Winter Weather,1,1980,1,0,0,129427
6,Flooding/ Wind,3,1980,1,0,0,16822
1,Flooding/ Wind,3,1980,1,0,0,17729
2,Flooding/ Wind,3,1980,1,0,0,16279
4,Flooding/ Wind,3,1980,1,0,0,17946
3,Flooding/ Wind,3,1980,1,0,0,17087
5,Flooding/ Wind,3,1980,1,0,0,17259
6,Winter Weather,1,1980,2,0,0,159546
1,Winter Weather,1,1980,2,0,0,187664
2,Winter Weather,1,1980,2,0,0,181083
4,Winter Weather,1,1980,2,0,0,180600
3,Winter Weather,1,1980,2,0,0,169108
5,Winter Weather,1,1980,2,0,0,182082
6,Winter Weather,1,1980,2,0,0,18905
1,Winter Weather,1,1980,2,0,0,17027
2,Winter Weather,1,1980,2,0,0,16389
4,Winter Weather,1,1980,2,0,0,15646
3,Winter Weather,1,1980,2,0,0,18211
5,Winter Weather,1,1980,2,0,0,17161
6,Flooding,1,1980,17,0,0,16252
1,Flooding,1,1980,17,0,0,15949
2,Flooding,1,1980,17,0,0,15830
4,Flooding,1,1980,17,0,0,18923
3,Flooding,1,1980,17,0,0,18437
5,Flooding,1,1980,17,0,0,17893
1,Lightning/ Wind,3,1980,1,0,0,207318
3,Severe Storm/Thunder Storm/ Wind,3,1980,1,0,14,241973
5,Severe Storm/Thunder Storm/ Wind,3,1980,1,11,15,260916
6,Flooding,1,1980,3,0,0,635168
4,Flooding,1,1980,3,0,0,624743
1,Winter Weather,1,1975,2,0,0,43376
6,Winter Weather,1,1975,2,0,0,0
1,Winter Weather,1,1975,2,0,0,0
2,Winter Weather,1,1975,2,0,0,0
4,Winter Weather,1,1975,2,0,0,0
3,Winter Weather,1,1975,2,0,0,0
5,Winter Weather,1,1975,2,0,0,0
6,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,16953
1,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17517
2,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17724
4,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17195
3,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17777
5,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,15523
6,Hail/ Lightning/ Wind,1,1975,1,0,3,15596
1,Hail/ Lightning/ Wind,1,1975,1,0,3,16315
2,Hail/ Lightning/ Wind,1,1975,1,0,3,16746
4,Hail/ Lightning/ Wind,1,1975,1,0,3,17712
3,Hail/ Lightning/ Wind,1,1975,1,0,3,15825
5,Hail/ Lightning/ Wind,1,1975,1,0,3,16980
1,Hail/ Lightning/ Wind,2,1975,1,0,0,42011
4,Hail/ Lightning/ Wind,2,1975,1,0,0,42196
3,Hail/ Lightning/ Wind,2,1975,1,0,0,46198
6,Lightning/ Wind,2,1975,1,0,0,15745
1,Lightning/ Wind,2,1975,1,0,0,17405
2,Lightning/ Wind,2,1975,1,0,0,17624
4,Lightning/ Wind,2,1975,1,0,0,18191
3,Lightning/ Wind,2,1975,1,0,0,16841
5,Lightning/ Wind,2,1975,1,0,0,16725
6,Hail/ Lightning/ Wind,2,1975,1,0,0,174
1,Hail/ Lightning/ Wind,2,1975,1,0,0,158
2,Hail/ Lightning/ Wind,2,1975,1,0,0,152
4,Hail/ Lightning/ Wind,2,1975,1,0,0,155
3,Hail/ Lightning/ Wind,2,1975,1,0,0,180
5,Hail/ Lightning/ Wind,2,1975,1,0,0,154
1,Hail/ Lightning/ Wind,3,1975,1,0,0,21278
4,Hail/ Lightning/ Wind,3,1975,1,0,0,22471
3,Hail/ Lightning/ Wind,3,1975,1,0,0,24505
5,Hail/ Lightning/ Wind,3,1975,1,0,0,23542
2,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2098
4,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2238
3,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2391
5,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2007
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,21143
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,21706
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,19644
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,2,19348
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,3,22876
1,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1975,1,5,17,3774757
6,Winter Weather,1,1982,1,0,0,28647
6,Winter Weather,1,1982,2,0,0,18554
6,Winter Weather,1,1982,1,0,0,0
6,Winter Weather,2,1982,1,0,0,0
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2111595
1,Winter Weather,1,1982,1,0,0,29239
1,Winter Weather,1,1982,2,0,0,16328
1,Winter Weather,1,1982,1,0,0,0
1,Winter Weather,2,1982,1,0,0,0
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,1749513
2,Winter Weather,1,1982,2,0,0,17920
2,Winter Weather,1,1982,1,0,0,0
2,Winter Weather,2,1982,1,0,0,0
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2072545
2,Severe Storm/Thunder Storm,4,1982,1,0,0,435018
4,Winter Weather,1,1982,2,0,0,17970
4,Winter Weather,1,1982,1,0,0,0
4,Winter Weather,2,1982,1,0,0,0
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,3,2040841
3,Winter Weather,1,1982,1,0,0,29457
3,Winter Weather,1,1982,2,0,0,18917
3,Winter Weather,1,1982,1,0,0,0
3,Winter Weather,2,1982,1,0,0,0
3,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,780393
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,1802288
5,Winter Weather,1,1982,1,0,0,28259
5,Winter Weather,1,1982,2,0,0,17321
5,Winter Weather,1,1982,1,0,0,0
5,Winter Weather,2,1982,1,0,0,0
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,2086077
6,Winter Weather,1,1983,1,0,0,16427
1,Winter Weather,1,1983,1,0,0,17366
2,Winter Weather,1,1983,1,0,0,18218
4,Winter Weather,1,1983,1,0,0,18032
3,Winter Weather,1,1983,1,0,0,16837
5,Winter Weather,1,1983,1,0,0,18759
1,Winter Weather,1,1983,2,0,0,127776
2,Coastal/ Severe Storm/Thunder Storm/ Wind,1,1983,2,0,0,1201693
2,Coastal/ Severe Storm/Thunder Storm,1,1983,2,0,0,1203391
2,Flooding,1,1983,14,0,0,78820
6,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,187458
1,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,167661
2,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,178998
4,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,177878
3,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,182099
5,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,157926
2,Flooding,1,1983,1,0,0,550544
6,Winter Weather,2,1983,2,0,0,0
1,Winter Weather,2,1983,2,0,0,0
2,Winter Weather,2,1983,2,0,0,0
4,Winter Weather,2,1983,2,0,0,0
3,Winter Weather,2,1983,2,0,0,0
5,Winter Weather,2,1983,2,0,0,0
4,Lightning,3,1983,1,0,12,799971
6,Lightning/ Wind,3,1983,1,0,0,18847
1,Lightning/ Wind,3,1983,1,0,0,16870
2,Lightning/ Wind,3,1983,1,0,0,16648
4,Lightning/ Wind,3,1983,1,0,0,18113
3,Lightning/ Wind,3,1983,1,0,0,16123
5,Lightning/ Wind,3,1983,1,0,0,16069
1,Lightning/ Wind,3,1983,1,0,0,21192
4,Lightning/ Wind,3,1983,1,0,0,21036
3,Lightning/ Wind,3,1983,1,0,0,24595
5,Lightning/ Wind,3,1983,1,0,0,24047
6,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,29919
1,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,30763
4,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,29016
3,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,28011
5,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,30772
6,Flooding/ Wind,4,1983,1,0,0,21126
1,Flooding/ Wind,4,1983,1,0,0,21953
4,Flooding/ Wind,4,1983,1,0,0,18572
3,Flooding/ Wind,4,1983,1,0,0,21396
5,Flooding/ Wind,4,1983,1,0,0,20876
6,Winter Weather,4,1983,1,7,0,187458
1,Winter Weather,4,1983,1,6,0,169332
2,Winter Weather,4,1983,1,6,0,156720
4,Winter Weather,4,1983,1,7,0,185028
3,Winter Weather,4,1983,1,7,0,183426
5,Winter Weather,4,1983,1,7,0,185321
4,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,45067
3,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,44948
5,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,46885
6,Winter Weather,4,1983,2,1,0,18892
1,Winter Weather,4,1983,2,2,0,17235
2,Winter Weather,4,1983,2,1,0,18935
4,Winter Weather,4,1983,2,0,0,15980
3,Winter Weather,4,1983,2,2,0,17307
5,Winter Weather,4,1983,2,3,0,15678
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,802031
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8027452
6,Winter Weather,2,1989,1,0,0,42083
1,Winter Weather,2,1989,1,0,0,45069
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,754079
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,751543
1,Winter Weather,2,1989,1,0,0,0
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,864013
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,743696
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,12,7997334
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,797989
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,11,0,76993164
1,Lightning,3,1989,1,0,0,825175
2,Hurricane/Tropical Storm,3,1989,1,0,0,7877651400
2,Hurricane/Tropical Storm,3,1989,1,0,0,743300280
4,Hurricane/Tropical Storm,3,1989,1,13,260,533869996
5,Hurricane/Tropical Storm,3,1989,1,11,3831,3086384400
3,Hurricane/Tropical Storm,3,1989,1,11,358,426463185
5,Flooding,4,1990,2,0,0,821846
1,Tornado,1,1990,1,0,0,792996
1,Flooding,1,1990,1,0,0,740209
1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,46,761847
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,840473
6,Winter Weather,1,1970,2,0,0,1605
1,Winter Weather,1,1970,2,23,0,1690
2,Winter Weather,1,1970,2,0,0,1835
4,Winter Weather,1,1970,2,11,0,1685
3,Winter Weather,1,1970,2,0,0,1655
5,Winter Weather,1,1970,2,0,0,1805
6,Winter Weather,4,1970,2,0,0,13
1,Winter Weather,4,1970,2,0,0,11
2,Winter Weather,4,1970,2,0,0,11
4,Winter Weather,4,1970,2,0,0,11
3,Winter Weather,4,1970,2,0,0,12
5,Winter Weather,4,1970,2,0,0,11
5,Lightning/ Severe Storm/Thunder Storm,3,1971,1,11,0,0
1,Severe Storm/Thunder Storm/ Wind,2,1972,1,0,0,41141
2,Lightning/ Severe Storm/Thunder Storm,3,1972,1,10,10,72079
3,Lightning,3,1973,1,11,0,0
4,Lightning,3,1978,1,26,13,4311
2,Coastal/ Hurricane/Tropical Storm/ Wind,2,1979,1,2,0,14394
4,Lightning,3,1979,1,12,0,0
2,Wind,3,1980,1,11,22,74361
5,Wind,1,1981,1,6,0,0
4,Wind,1,1981,1,7,0,0
3,Heat,2,1981,1,11,0,0
4,Lightning,3,1981,1,10,10,7227
6,Winter Weather,1,1982,1,0,1,1841
1,Winter Weather,1,1982,1,0,1,1722
2,Winter Weather,1,1982,1,0,3,1840
4,Winter Weather,1,1982,1,0,1,1676
3,Winter Weather,1,1982,1,12,1,1740
5,Winter Weather,1,1982,1,0,1,1848
1,Lightning,3,1982,1,11,0,0
1,Lightning/ Severe Storm/Thunder Storm,3,1982,1,11,0,75098
5,Lightning,3,1983,1,11,0,0
5,Winter Weather,4,1985,1,11,0,0
2,Heat,3,1986,1,12,0,0
3,Heat,3,1986,1,11,0,0
1,Heat,3,1987,1,12,0,0
1,Winter Weather,1,1988,1,12,0,0
4,Heat,3,1988,1,12,0,0
1,Heat,3,1989,1,11,0,0
3,Lightning,3,1989,1,10,0,0
5,Winter Weather,4,1989,1,13,0,0
2,Winter Weather,4,1989,1,12,0,0
1,Winter Weather,4,1989,1,12,0,0
3,Heat,3,1990,1,12,0,0
1,Winter Weather,1,1991,1,12,0,0
3,Winter Weather,1,1991,1,12,0,0
5,Severe Storm/Thunder Storm/ Wind,2,1991,1,12,12,79640
3,Lightning,3,1991,1,12,12,0
2,Coastal,3,1991,1,12,0,0
3,Winter Weather,4,1991,1,12,0,0
3,Heat,3,1993,1,12,0,0
4,Winter Weather,4,1993,1,12,0,0
6,Winter Weather,1,1993,1,11,0,0
3,Landslide,1,1965,1,83,0,0
6,Severe Storm/Thunder Storm,2,1965,1,13,13,0
6,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,2279
1,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,2474
4,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,2198
3,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,2436
5,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,2219
2,Lightning,3,1965,1,11,0,0
4,Lightning,3,1965,1,25,0,0
1,Hail/ Lightning/ Severe Storm/Thunder Storm,2,1966,1,6,0,42045
3,Severe Storm/Thunder Storm,2,1961,1,24,0,80274
4,Hail/ Wind,2,1962,1,0,0,2926
3,Hail/ Wind,2,1962,1,0,0,3184
5,Hail/ Wind,2,1962,1,0,0,3028
5,Wind,2,1967,1,11,0,7534
2,Lightning,3,1963,1,11,0,0
2,Lightning,3,1963,1,11,0,0
1,Lightning/ Severe Storm/Thunder Storm,2,1969,1,13,0,0
2,Lightning,3,1964,1,13,13,0
2,Severe Storm/Thunder Storm,3,1964,2,3,0,5062
4,Severe Storm/Thunder Storm,3,1964,2,3,0,4985
3,Wind,1,1965,1,0,0,35724
3,Wind,1,1960,1,0,0,789
4,Hail,2,1960,1,0,0,0
1,Hail,2,1965,1,0,0,8372
3,Hail,2,1965,1,0,0,9643
3,Lightning,2,1965,1,0,0,80710
6,Hail,2,1965,1,0,0,0
1,Hail/ Severe Storm/Thunder Storm,2,1960,1,0,25,4271
2,Tornado,2,1965,1,0,0,74932
2,Tornado,2,1965,1,0,0,85957
1,Hail/ Severe Storm/Thunder Storm,2,1965,1,0,0,86068
4,Lightning,2,1965,1,0,24,0
3,Lightning,2,1965,1,0,34,0
3,Lightning,2,1965,1,0,0,74623
3,Hail/ Wind,3,1960,1,0,0,435
2,Wind,3,1960,1,0,0,730
3,Wind,3,1960,1,0,0,401
3,Severe Storm/Thunder Storm,3,1960,1,0,0,396
6,Winter Weather,1,1961,2,0,0,1808
1,Winter Weather,1,1961,2,0,0,1813
2,Winter Weather,1,1961,2,0,0,1677
4,Winter Weather,1,1961,2,0,0,1769
3,Winter Weather,1,1961,2,0,0,1837
5,Winter Weather,1,1961,2,0,0,1614
6,Severe Storm/Thunder Storm,2,1965,9,0,0,0
1,Severe Storm/Thunder Storm,2,1965,9,0,0,0
2,Severe Storm/Thunder Storm,2,1965,9,0,0,0
4,Severe Storm/Thunder Storm,2,1965,9,0,0,0
3,Severe Storm/Thunder Storm,2,1965,9,0,0,0
5,Severe Storm/Thunder Storm,2,1965,9,0,0,0
1,Severe Storm/Thunder Storm,3,1960,1,0,0,8644
3,Lightning,3,1965,1,0,97,0
1,Lightning,3,1965,1,0,12,838
3,Severe Storm/Thunder Storm,3,1965,1,0,21,71413
6,Hail/ Lightning/ Wind,3,1965,1,0,0,1788
1,Hail/ Lightning/ Wind,3,1965,1,0,0,1547
2,Hail/ Lightning/ Wind,3,1965,1,0,0,1793
4,Hail/ Lightning/ Wind,3,1965,1,0,0,1731
3,Hail/ Lightning/ Wind,3,1965,1,0,0,1824
5,Hail/ Lightning/ Wind,3,1965,1,0,0,1652
4,Tornado,3,1965,1,0,0,7798
6,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1567
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1659
2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1772
4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1768
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1871
5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,1650
3,Lightning,2,1961,1,0,0,81186
3,Severe Storm/Thunder Storm,3,1960,1,0,0,74258
3,Wind,4,1960,1,0,0,401
1,Hail,4,1960,1,0,0,842
3,Lightning/ Wind,3,1965,1,0,0,40582
1,Lightning,3,1965,1,0,0,83833
3,Lightning/ Severe Storm/Thunder Storm,3,1965,1,0,0,42583
5,Lightning,3,1965,1,0,2,18415
6,Lightning,3,1965,1,0,0,1832
1,Lightning,3,1965,1,0,0,1846
2,Lightning,3,1965,1,0,0,1571
4,Lightning,3,1965,1,0,0,1674
3,Lightning,3,1965,1,0,0,1836
5,Lightning,3,1965,1,0,0,1637
1,Winter Weather,1,1962,1,0,0,4019
2,Lightning/ Wind,3,1961,1,0,0,4000
4,Lightning/ Wind,3,1961,1,0,0,4059
3,Lightning/ Wind,3,1961,1,0,0,3454
5,Lightning/ Wind,3,1961,1,0,0,3608
3,Severe Storm/Thunder Storm,3,1965,1,0,0,3724
6,Wind,4,1961,1,0,0,1882
1,Wind,4,1961,1,0,0,1665
2,Wind,4,1961,1,0,0,1692
4,Wind,4,1961,1,0,0,1730
3,Wind,4,1961,1,0,0,1704
5,Wind,4,1961,1,0,0,1598
4,Wind,4,1965,1,0,0,8058
1,Severe Storm/Thunder Storm,4,1961,4,0,0,13764
6,Hail,4,1965,1,0,0,842
1,Hail,4,1965,1,0,0,725
6,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1864
1,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1748
2,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1602
4,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1877
3,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1780
5,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,1570
6,Winter Weather,1,1966,1,0,0,37804
4,Winter Weather,1,1966,1,0,0,36505
3,Winter Weather,1,1966,1,0,0,35168
5,Winter Weather,1,1966,1,0,0,33142
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1966,1,0,0,7295
4,Hail,2,1963,1,0,0,7761
4,Hail,2,1963,1,0,0,73133
4,Severe Storm/Thunder Storm/ Wind,2,1966,1,0,0,81154
5,Severe Storm/Thunder Storm,3,1963,1,0,0,2449
1,Severe Storm/Thunder Storm,3,1963,1,0,0,12962
4,Tornado,3,1963,1,0,0,71682
4,Tornado,3,1963,1,0,12,8464
5,Tornado,3,1963,1,0,0,72285
4,Tornado,3,1962,1,0,0,7181
2,Tornado,3,1962,1,0,0,79537
6,Wind,1,1964,1,0,0,1715
1,Wind,1,1964,1,0,3,1627
2,Wind,1,1964,1,0,1,1846
4,Wind,1,1964,1,0,2,1833
3,Wind,1,1964,1,0,0,1766
5,Wind,1,1964,1,0,0,1822
6,Winter Weather,1,1964,2,0,10,3930
1,Winter Weather,1,1964,2,0,10,3656
3,Hail/ Wind,1,1967,1,0,0,77278
1,Winter Weather,1,1967,3,0,0,0
2,Hail/ Severe Storm/Thunder Storm,3,1966,1,0,0,0
3,Lightning/ Wind,3,1966,1,0,0,36458
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1966,1,0,12,84792
1,Lightning/ Severe Storm/Thunder Storm,3,1966,1,0,0,7958
1,Hail/ Lightning/ Severe Storm/Thunder Storm,3,1966,1,0,0,801
6,Winter Weather,1,1964,2,0,0,0
1,Winter Weather,1,1964,2,0,0,0
2,Winter Weather,1,1964,2,0,0,0
4,Winter Weather,1,1964,2,0,0,0
3,Winter Weather,1,1964,2,0,0,0
5,Winter Weather,1,1964,2,0,0,0
6,Flooding,1,1964,31,0,0,1840
1,Flooding,1,1964,31,0,0,1552
2,Flooding,1,1964,31,0,0,1701
4,Flooding,1,1964,31,0,0,1596
3,Flooding,1,1964,31,0,0,1861
5,Flooding,1,1964,31,0,0,1794
1,Hail,2,1964,1,0,0,7530
1,Tornado,2,1967,1,0,0,86314
5,Tornado/ Wind,2,1967,1,0,0,73902
3,Hail/ Tornado/ Wind,2,1967,1,0,38,8380
2,Hurricane/Tropical Storm,2,1967,1,0,0,81059
1,Tornado,2,1964,1,0,0,83444
1,Lightning,2,1964,1,0,0,77484
3,Tornado,3,1964,1,0,0,75970
5,Lightning,3,1964,1,0,0,80219
1,Lightning,3,1964,1,0,0,74480
1,Tornado,3,1967,1,0,0,83555
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1967,1,0,0,80559
2,Tornado/ Wind,4,1967,1,0,12,84831
2,Tornado,4,1967,1,0,12,83761
4,Lightning/ Severe Storm/Thunder Storm/ Wind,4,1967,1,0,0,19407
2,Tornado,1,1968,1,0,0,854
